"[事業主体名]01-001北海道函館市[浄水場名]01-00赤川低区浄水場[水源名]笹流貯水池?松倉川[原水の種類]ダム直接?表流水(自流)[1日平均浄水量]25,745 (m3)原水","[事業主体名]01-001北海道函館市[浄水場名]02-00赤川高区浄水場[水源名]新中野貯水池[原水の種類]ダム直接[1日平均浄水量]32,869(m3)原水",,,,,,,,,,
6.2,5.6,6.0,2,5.3,5.3,5.3,2,5.4,5.1,5.2,2
0.059,<0.001,0.018,24,0.131,0.021,0.061,24,0.026,0.006,0.011,24
8.4,5.6,6.9,12,6.0,4.3,4.9,12,5.7,3.8,4.9,12
23,14,17,12,27,15,21,12,23,14,19,12
77,57,66,12,97,60,76,12,81,56,67,12
"<0.02",<0.02,<0.02,2,<0.02,<0.02,<0.02,2,<0.02,<0.02,<0.02,2
"<0.000001",<0.000001,<0.000001,3,<0.000001,<0.000001,<0.000001,3,<0.000001,<0.000001,<0.000001,3
"<0.000001",<0.000001,<0.000001,3,<0.000001,<0.000001,<0.000001,3,<0.000001,<0.000001,<0.000001,3
"<0.004",<0.004,<0.004,2,<0.004,<0.004,<0.004,2,<0.004,<0.004,<0.004,2
"<0.0005",<0.0005,<0.0005,2,<0.0005,<0.0005,<0.0005,2,<0.0005,<0.0005,<0.0005,2
1.0,0.2,0.5,12,1.3,0.3,0.6,12,4.1,0.4,1.0,12
7.4,5.8,6.5,365,7.2,6.2,6.8,365,7.5,6.9,7.3,361
"",,,,,,,,,,,
"",,2,365,,,2,365,,,2,361
14.0,<0.5,1.9,365,41.0,<0.5,2.2,365,100.0,1.1,3.9,361
25.0,0.1,1.6,365,61.0,0.3,2.9,365,140.0,0.2,2.1,361
"[事業主体名]01-002北海道岩見沢市[浄水場名]01-01第1配水池[水源名]石狩川水系幾春別川桂沢ダム[原水の種類]浄水受水[1日平均浄水量]34,031 (m3)原水","[事業主体名]01-002北海道岩見沢市[浄水場名]02-01第2配水池[水源名]石狩川水系幾春別川桂沢ダム[原水の種類]浄水受水[1日平均浄水量]34,031(m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
170,1,36,12,170,1,36,12,170,1,36,12
"",,,,,,,,,,,
"",,8,12,,,8,12,,,8,12
"<0.00030",<0.00030,<0.00030,12,<0.00030,<0.00030,<0.00030,12,<0.00030,<0.00030,<0.00030,12
"",,<0.00005,1,,,<0.00005,1,,,<0.00005,1
"<0.001",<0.001,<0.001,12,<0.001,<0.001,<0.001,12,<0.001,<0.001,<0.001,12
0.003,<0.001,<0.001,12,0.003,<0.001,<0.001,12,0.003,<0.001,<0.001,12
0.001,<0.001,<0.001,12,0.001,<0.001,<0.001,12,0.001,<0.001,<0.001,12
0.002,<0.001,0.001,12,0.002,<0.001,0.001,12,0.002,<0.001,0.001,12
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
0.44,0.14,0.28,12,0.44,0.14,0.28,12,0.44,0.14,0.28,12
"<0.08",<0.08,<0.08,12,<0.08,<0.08,<0.08,12,<0.08,<0.08,<0.08,12
"<0.1",<0.1,<0.1,12,<0.1,<0.1,<0.1,12,<0.1,<0.1,<0.1,12
"",,<0.0002,1,,,<0.0002,1,,,<0.0002,1
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"<0.01",<0.01,<0.01,12,<0.01,<0.01,<0.01,12,<0.01,<0.01,<0.01,12
5.53,0.48,1.54,12,5.53,0.48,1.54,12,5.53,0.48,1.54,12
2.27,0.17,0.90,12,2.27,0.17,0.90,12,2.27,0.17,0.90,12
0.01,<0.01,0.01,12,0.01,<0.01,0.01,12,0.01,<0.01,0.01,12
5.2,4.9,5.0,2,5.2,4.9,5.0,2,5.2,4.9,5.0,2
0.180,0.006,0.046,12,0.180,0.006,0.046,12,0.180,0.006,0.046,12
9.9,3.4,5.0,12,9.9,3.4,5.0,12,9.9,3.4,5.0,12
38,17,25,12,38,17,25,12,38,17,25,12
234,60,103,12,234,60,103,12,234,60,103,12
"<0.02",<0.02,<0.02,4,<0.02,<0.02,<0.02,4,<0.02,<0.02,<0.02,4
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.005,<0.005,<0.005,4
"<0.0005",<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4
3.1,1.4,2.0,12,3.1,1.4,2.0,12,3.1,1.4,2.0,12
7.4,6.7,7.2,12,7.4,6.7,7.2,12,7.4,6.7,7.2,12
"",,,,,,,,,,,
"",,0,12,,,0,12,,,0,12
10.0,3.0,7.0,12,10.0,3.0,7.0,12,10.0,3.0,7.0,12
180.0,7.4,43.6,12,180.0,7.4,43.6,12,180.0,7.4,43.6,12
"[事業主体名]01-002北海道岩見沢市[浄水場名]04-01美流渡配水池[水源名]石狩川水系幾春別川桂沢ダム[原水の種類]浄水受水[1日平均浄水量]34,031 (m3)原水","[事業主体名]01-002北海道岩見沢市[浄水場名]05-01万字配水池[水源名]石狩川水系幾春別川桂沢ダム[原水の種類]浄水受水[1日平均浄水量]34,031(m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
170,1,36,12,170,1,36,12,170,1,36,12
"",,,,,,,,,,,
"",,8,12,,,8,12,,,8,12
"<0.00030",<0.00030,<0.00030,12,<0.00030,<0.00030,<0.00030,12,<0.00030,<0.00030,<0.00030,12
"",,<0.00005,1,,,<0.00005,1,,,<0.00005,1
"<0.001",<0.001,<0.001,12,<0.001,<0.001,<0.001,12,<0.001,<0.001,<0.001,12
0.003,<0.001,<0.001,12,0.003,<0.001,<0.001,12,0.003,<0.001,<0.001,12
0.001,<0.001,<0.001,12,0.001,<0.001,<0.001,12,0.001,<0.001,<0.001,12
0.002,<0.001,0.001,12,0.002,<0.001,0.001,12,0.002,<0.001,0.001,12
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
0.44,0.14,0.28,12,0.44,0.14,0.28,12,0.44,0.14,0.28,12
"<0.08",<0.08,<0.08,12,<0.08,<0.08,<0.08,12,<0.08,<0.08,<0.08,12
"<0.1",<0.1,<0.1,12,<0.1,<0.1,<0.1,12,<0.1,<0.1,<0.1,12
"",,<0.0002,1,,,<0.0002,1,,,<0.0002,1
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,<0.001,1,,,<0.001,1,,,<0.001,1
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"<0.01",<0.01,<0.01,12,<0.01,<0.01,<0.01,12,<0.01,<0.01,<0.01,12
5.53,0.48,1.54,12,5.53,0.48,1.54,12,5.53,0.48,1.54,12
2.27,0.17,0.90,12,2.27,0.17,0.90,12,2.27,0.17,0.90,12
0.01,<0.01,0.01,12,0.01,<0.01,0.01,12,0.01,<0.01,0.01,12
5.2,4.9,5.0,2,5.2,4.9,5.0,2,5.2,4.9,5.0,2
0.180,0.006,0.046,12,0.180,0.006,0.046,12,0.180,0.006,0.046,12
9.9,3.4,5.0,12,9.9,3.4,5.0,12,9.9,3.4,5.0,12
38,17,25,12,38,17,25,12,38,17,25,12
234,60,103,12,234,60,103,12,234,60,103,12
"<0.02",<0.02,<0.02,4,<0.02,<0.02,<0.02,4,<0.02,<0.02,<0.02,4
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.005,<0.005,<0.005,4
"<0.0005",<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4
3.1,1.4,2.0,12,3.1,1.4,2.0,12,3.1,1.4,2.0,12
7.4,6.7,7.2,12,7.4,6.7,7.2,12,7.4,6.7,7.2,12
"",,,,,,,,,,,
"",,0,12,,,0,12,,,0,12
10.0,3.0,7.0,12,10.0,3.0,7.0,12,10.0,3.0,7.0,12
180.0,7.4,43.6,12,180.0,7.4,43.6,12,180.0,7.4,43.6,12
"[事業主体名]01-003北海道小樽市[浄水場名]04-00豊倉浄水場[水源名]ダム放流水[原水の種類]ダム放流[1日平均浄水量]30,517 (m3)原水","[事業主体名]01-003北海道小樽市[浄水場名]06-00天神浄水場[水源名]余市川[原水の種類]表流水(自流)[1日平均浄水量]16,396(m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
130,0,25,12,370,4,58,12,160,4,60,12
7.5,0.0,1.9,12,27.0,0.0,5.8,12,29.0,0.0,7.0,12
"",,,,,,,,,,,
"<0.00030",<0.00030,<0.00030,4,<0.00030,<0.00030,<0.00030,4,<0.00030,<0.00030,<0.00030,4
"<0.00005",<0.00005,<0.00005,4,<0.00005,<0.00005,<0.00005,4,<0.00005,<0.00005,<0.00005,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
0.014,<0.001,0.006,12,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.005",<0.005,<0.005,12,<0.005,<0.005,<0.005,12,<0.005,<0.005,<0.005,12
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
0.33,0.14,0.18,12,0.44,0.21,0.31,12,0.48,0.19,0.27,12
"<0.05",<0.05,<0.05,12,<0.05,<0.05,<0.05,12,<0.05,<0.05,<0.05,12
0.1,<0.1,0.1,12,<0.1,<0.1,<0.1,12,<0.1,<0.1,<0.1,12
"<0.0002",<0.0002,<0.0002,4,<0.0002,<0.0002,<0.0002,4,<0.0002,<0.0002,<0.0002,4
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.005,<0.005,<0.005,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,4
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
0.01,<0.01,<0.01,12,0.01,<0.01,0.01,12,<0.01,<0.01,<0.01,12
0.35,0.05,0.15,12,0.28,0.10,0.17,12,0.46,0.03,0.15,12
0.28,0.03,0.13,12,0.14,0.03,0.07,12,0.37,0.04,0.11,12
"<0.01",<0.01,<0.01,12,<0.01,<0.01,<0.01,12,<0.01,<0.01,<0.01,12
7.0,4.0,5.0,12,5.0,3.0,4.0,12,7.0,5.0,6.0,12
0.069,0.009,0.033,12,0.008,0.003,0.005,12,0.031,0.011,0.018,12
12.0,5.4,7.7,12,9.2,3.8,5.2,12,9.2,5.9,7.0,12
24,13,19,12,18,13,16,12,33,17,27,12
55,40,49,4,60,35,50,4,75,40,59,4
"<0.02",<0.02,<0.02,4,<0.02,<0.02,<0.02,4,<0.02,<0.02,<0.02,4
"",,<0.000001,1,,,<0.000001,1,,,<0.000001,1
"",,<0.000001,1,,,<0.000001,1,,,<0.000001,1
"<0.004",<0.004,<0.004,4,<0.004,<0.004,<0.004,4,<0.004,<0.004,<0.004,4
"<0.0005",<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4,<0.0005,<0.0005,<0.0005,4
1.4,0.5,1.0,12,2.9,0.4,0.9,12,1.2,0.5,0.8,12
7.2,6.7,6.9,12,7.2,6.7,7.0,12,7.3,6.9,7.1,12
"",,,,,,,,,,,
"",,2,12,,,2,12,,,2,12
8.0,1.0,3.0,12,10.0,<1.0,3.0,12,4.0,<1.0,2.0,12
7.7,0.5,3.3,12,2.6,0.3,1.0,12,6.6,0.4,1.9,12
"[事業主体名]01-004北海道室蘭市[浄水場名]01-00チマイベツ浄水場[水源名]チマイベツ川?ペトトル川[原水の種類]表流水(自流)[1日平均浄水量]15,404 (m3)原水","[事業主体名]01-004北海道室蘭市[浄水場名]03-00千歳浄水場[水源名]登別川[原水の種類]表流水(自流)[1日平均浄水量]24,389(m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
72,1,15,12,390,2,66,12,67,0,10,12
"",,,,,,,,,,,
"",,10,12,,,10,12,,,0,12
"<0.00030",<0.00030,<0.00030,4,<0.00030,<0.00030,<0.00030,4,<0.00030,<0.00030,<0.00030,6
"<0.00005",<0.00005,<0.00005,4,<0.00005,<0.00005,<0.00005,4,<0.00005,<0.00005,<0.00005,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,0.007,0.003,0.005,4,<0.001,<0.001,<0.001,6
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
0.31,0.23,0.27,4,0.30,0.19,0.22,4,<0.50,<0.50,<0.50,6
"<0.08",<0.08,<0.08,4,0.09,<0.08,<0.08,4,<0.08,<0.08,<0.08,6
"<0.1",<0.1,<0.1,4,<0.1,<0.1,<0.1,4,<0.1,<0.1,<0.1,6
"<0.0002",<0.0002,<0.0002,4,<0.0002,<0.0002,<0.0002,4,<0.0002,<0.0002,<0.0002,6
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.005,<0.005,<0.005,6
"<0.004",<0.004,<0.004,4,<0.004,<0.004,<0.004,4,<0.001,<0.001,<0.001,6
"<0.002",<0.002,<0.002,4,<0.002,<0.002,<0.002,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
"<0.001",<0.001,<0.001,4,<0.001,<0.001,<0.001,4,<0.001,<0.001,<0.001,6
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"<0.01",<0.01,<0.01,4,0.01,<0.01,<0.01,4,<0.01,<0.01,<0.01,6
0.03,<0.01,0.01,12,0.58,0.27,0.41,12,0.10,<0.01,0.04,6
0.03,<0.01,0.01,4,0.14,0.03,0.09,4,0.22,0.04,0.14,12
"<0.01",<0.01,<0.01,4,<0.01,<0.01,<0.01,4,0.01,<0.01,<0.01,6
6.6,5.4,5.9,4,10.4,5.2,7.0,4,13.0,10.0,11.3,6
"<0.001",<0.001,<0.001,12,0.049,0.029,0.040,12,0.057,0.003,0.016,6
9.1,6.3,6.8,12,8.3,4.7,6.3,12,17.3,12.9,14.5,12
26,20,24,4,56,32,46,4,19,14,16,6
67,59,63,4,159,94,130,4,80,66,70,6
"<0.02",<0.02,<0.02,4,0.02,<0.02,<0.02,4,<0.02,<0.02,<0.02,6
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,6
"<0.000001",<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,4,<0.000001,<0.000001,<0.000001,6
"<0.005",<0.005,<0.005,4,<0.005,<0.005,<0.005,4,<0.002,<0.002,<0.002,6
"<0.0005",0.0005,0.0005,12,<0.0005,<0.0005,<0.0005,12,<0.0005,<0.0005,<0.0005,6
1.1,0.3,0.4,12,0.3,0.2,0.2,12,2.2,1.0,1.5,12
7.6,7.2,7.4,12,7.2,6.8,7.0,12,7.5,6.9,7.1,12
"",,0,0,,,0,0,,,,
"",,0,12,,,0,12,,,0,12
5.0,<1.0,2.0,12,2.0,<1.0,1.0,12,18.0,2.6,10.3,12
0.9,<0.1,0.2,12,2.4,0.9,1.6,12,3.9,0.4,1.7,12
"[事業主体名]01-005北海道稚内市[浄水場名]02-00沼川第1浄水場[水源名]声問川水系北辰ダム[原水の種類]ダム直接[1日平均浄水量]221 (m3)原水","[事業主体名]01-005北海道稚内市[浄水場名]03-00沼川第2浄水場[水源名]声問川水系北辰ダム[原水の種類]ダム直接[1日平均浄水量]810(m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
67,0,10,12,67,0,10,12,,,71,1
"",,,,,,,,,,,
"",,0,12,,,0,12,,,1,1
"<0.00030",<0.00030,<0.00030,6,<0.00030,<0.00030,<0.00030,6,,,<0.00030,1
"<0.00005",<0.00005,<0.00005,6,<0.00005,<0.00005,<0.00005,6,,,<0.00005,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.50",<0.50,<0.50,6,<0.50,<0.50,<0.50,6,,,0.50,1
"<0.08",<0.08,<0.08,6,<0.08,<0.08,<0.08,6,,,<0.08,1
"<0.1",<0.1,<0.1,6,<0.1,<0.1,<0.1,6,,,<0.1,1
"<0.0002",<0.0002,<0.0002,6,<0.0002,<0.0002,<0.0002,6,,,<0.0002,1
"<0.005",<0.005,<0.005,6,<0.005,<0.005,<0.005,6,,,<0.005,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,0.001,1
"<0.001",<0.001,<0.001,6,<0.001,<0.001,<0.001,6,,,<0.001,1
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"<0.01",<0.01,<0.01,6,<0.01,<0.01,<0.01,6,,,<0.01,1
0.10,<0.01,0.04,6,0.10,<0.01,0.04,6,,,<0.02,1
0.22,0.04,0.14,12,0.22,0.04,0.14,12,,,<0.13,1
0.01,<0.01,<0.01,6,0.01,<0.01,<0.01,6,,,<0.01,1
13.0,10.0,11.3,6,13.0,10.0,11.3,6,,,6.0,1
0.057,0.003,0.016,6,0.057,0.003,0.016,6,,,0.008,1
17.3,12.9,14.5,12,17.3,12.9,14.5,12,,,6.5,1
19,14,16,6,19,14,16,6,,,15,1
80,66,70,6,80,66,70,6,,,52,1
"<0.02",<0.02,<0.02,6,<0.02,<0.02,<0.02,6,,,0.02,1
"<0.000001",<0.000001,<0.000001,6,<0.000001,<0.000001,<0.000001,6,,,<0.000001,1
"<0.000001",<0.000001,<0.000001,6,<0.000001,<0.000001,<0.000001,6,,,<0.000001,1
"<0.002",<0.002,<0.002,6,<0.002,<0.002,<0.002,6,,,<0.002,1
"<0.0005",<0.0005,<0.0005,6,<0.0005,<0.0005,<0.0005,6,,,<0.0005,1
2.2,1.0,1.5,12,2.2,1.0,1.5,12,,,0.8,1
7.5,6.9,7.1,12,7.5,6.9,7.1,12,,,<7.6,1
"",,,,,,,,,,,
"",,0,12,,,0,12,,,0,
18.0,2.6,10.3,12,18.0,2.6,10.3,12,,,5.8,1
3.9,0.4,1.7,12,3.9,0.4,1.7,12,,,0.3,1
"[事業主体名]01-007北海道釧路市[浄水場名]01-00愛国浄水場[水源名]釧路川水系釧路川[原水の種類]表流水(自流)[1日平均浄水量]60,754 (m3)原水","[事業主体名]01-008北海道広尾町[浄水場名]01-00丸山浄水場[水源名]広尾川水系支流西広尾川[原水の種類]伏流水[1日平均浄水量]2,017 (m3)原水",,,,,,,,,,
"最  高",最  低,平  均,回 数,最  高,最  低,平  均,回 数,最  高,最  低,平  均,
340,11,81,12,,,18,1,1100,2,221,12
290.0,0.0,31.0,12,5.0,0.0,0.7,12,,,,
"",,,,,,,,,,8,12
"<0.00030",<0.00030,<0.00030,2,,,<0.00030,1,,,<0.00030,1
"<0.00005",<0.00005,<0.00005,2,,,<0.00005,1,,,<0.00005,1
"<0.001",<0.001,<0.001,2,,,<0.001,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.001,1,,,<0.001,1
0.002,0.002,0.002,2,,,<0.001,1,,,<0.001,1
"<0.005",<0.005,<0.005,2,,,<0.001,1,,,<0.005,1
"<0.001",<0.001,<0.001,4,,,<0.001,1,,,<0.001,1
0.49,0.33,0.41,2,,,0.30,1,0.37,0.10,0.24,12
0.15,0.11,0.13,4,,,<0.08,1,,,<0.05,1
0.1,0.1,0.1,2,,,<0.1,1,,,<0.1,1
"<0.0001",<0.0001,<0.0001,2,,,<0.0002,1,,,<0.0002,1
"<0.001",<0.001,<0.001,2,,,<0.005,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.004,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.002,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.001,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.001,1,,,<0.001,1
"<0.001",<0.001,<0.001,2,,,<0.001,1,,,<0.001,1
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
"",,,,,,,,,,,
0.01,0.01,0.01,2,,,<0.01,1,,,<0.01,1
0.32,0.06,0.21,12,,,<0.02,1,,,0.04,1
0.84,0.33,0.56,12,,,<0.03,1,1.33,0.16,0.38,12
"<0.01",<0.01,<0.01,2,,,<0.01,1,,,<0.01,1
19.0,19.0,19.0,2,,,2.9,1,,,4.8,1
0.070,0.020,0.042,12,,,<0.005,1,,,0.044,1
18.5,11.3,14.5,12,,,2.3,1,5.5,3.0,3.8,12
36,36,36,2,,,11,1,,,15,1
174,134,150,4,,,30,1,,,52,1
"<0.02",<0.02,<0.02,2,,,<0.02,1,,,<0.02,1
